hash,project,true_message,generated_message,cleaned_generated_message,aggressive_cleaned_generated_message
d37f305c4c52a92d38d550ab4f1567f9332139df,marklogic_node-client-api,Fixed asserts in test case to be right, Updated LSQT Query test for temporal data validation, Updated LSQT Query test for temporal data validation, Updated LSQT Query test for temporal data validation
f939222942f1c496b9a0f2c1dd30fcf5f2a7da49,minio_minio,"add support for extra prometheus labels (#<I>)

fixes #<I>", Add support for customizing Prometheus extra labels based on MINIO_PROMETHEUS_EXTRA_LABELS environment variable for granular filtering of Prometheus metrics., Add support for customizing Prometheus extra labels based on MINIO_PROMETHEUS_EXTRA_LABELS environment variable for granular filtering of Prometheus metrics., Add support for customizing Prometheus extra labels based on MINIO_PROMETHEUS_EXTRA_LABELS environment variable for granular filtering of Prometheus metrics.
47b1b87e3dd07846a4a127fcac3dd2806671eac0,Flet_github-slugger,Update code-style for new version of standard, Improved non-Latin character handling in `index.js` for further conformant unicode processing; updated regex pattern to support additional special characters., Improved non-Latin character handling in `index.js` for further conformant unicode processing; updated regex pattern to support additional special characters., Improved non-Latin character handling in `index.js` for further conformant unicode processing; updated regex pattern to support additional special characters.
a8390f88c40a8947b351ac3f499d62f66e2017a5,muccg_django-iprestrict,Adds data files to setup.py., Added subpackages for iprestrict.management and package data for associated files, Added subpackages for iprestrict.management and package data for associated files, Added subpackages for iprestrict.management and package data for associated files
5efecf201dbe21e280a6dfcb8b96191ca74f7440,duke-libraries_ddr-antivirus,Bumped version to <I>.pre, Updated antivirus version to 1.1.0.pre for pre-release stage, Updated antivirus version to 1.1.0.pre for pre-release stage, Updated antivirus version to 1.1.0.pre for pre-release stage
26200929c16d6fc831d8a39843b581fbb7e774e3,hashicorp_consul,agent: start HTTPS only if there is a cert and key, Add TLS support for HTTPS listener when both certFile and keyFile are provided in the config., Add TLS support for HTTPS listener when both certFile and keyFile are provided in the config., Add TLS support for HTTPS listener when both certFile and keyFile are provided in the config.
e325d3ceeedd30238c249c22977a24263abf2a51,blambeau_finitio-rb,Document Attribute and change hash strategy.," Updated Attribute helper class for tuple and relation attributes, added documentation and improved hash computation method to avoid DoS attack vector."," Updated Attribute helper class for tuple and relation attributes, added documentation and improved hash computation method to avoid DoS attack vector."," Updated Attribute helper class for tuple and relation attributes, added documentation and improved hash computation method to avoid DoS attack vector."
286d3c4744cc39667933f4a208eca9e3081b711a,juju_juju,agent/mongo: possesion in comment, agent/mongo/mongo.go: refactored IsMaster function for clarity in replicaset primary detection, agent/mongo/mongo.go: refactored IsMaster function for clarity in replicaset primary detection, agent/mongo/mongo.go: refactored IsMaster function for clarity in replicaset primary detection
cb59a7d96036e34dda42b76a823a984a51159ede,DavyJonesLocker_client_side_validations,"Use raise instead of fail to raise exception

Autocorrected by RuboCop <I>", Refactored form_helper error message for unsupported form syntax with ClientSideValidations, Refactored form_helper error message for unsupported form syntax with ClientSideValidations, Refactored form_helper error message for unsupported form syntax with ClientSideValidations
798d99a8d59c0d90c911f570116278a786129a2d,audreyr_cookiecutter,"For #<I>, this moves us from PyYAML to raumel.yaml", Update yaml parser to ruamel.yaml (improves compatibility), Update yaml parser to ruamel.yaml (improves compatibility), Update yaml parser to ruamel.yaml (improves compatibility)
4e99a5bdeb3f2256c5f1eb0de5fd263913af12d8,rebing_graphql-laravel,Add types to \Rebing\GraphQL\GraphQL::clearSchemas, Renamed clearSchemas method to be a void return type for consistency and readability., Renamed clearSchemas method to be a void return type for consistency and readability., Renamed clearSchemas method to be a void return type for consistency and readability.
0c777a1d63714b5db2909a30eef5891fe9b297a8,hashicorp_packer,Fix for DriverMock not implementing Driver, Add support for specifying port count when creating SATA controller (refactored DriverMock), Add support for specifying port count when creating SATA controller (refactored DriverMock), Add support for specifying port count when creating SATA controller (refactored DriverMock)
660b72b10d6b1c5e76ce85094016ccb53ab65c06,tamasgal_km3pipe,Apply suggestion to km3pipe/db.py, Applied condition check to avoid warning for missing rotation calibration in DBManager class, Applied condition check to avoid warning for missing rotation calibration in DBManager class, Applied condition check to avoid warning for missing rotation calibration in DBManager class
3d86a5cf90142f4e3368592e21f7e1ae30b7c6bf,imtapps_generic-request-signer,Bug Fix: Account for empty bytes coming back as a response, Changed response handling to handle empty byte strings as empty responses in Response class and tests, Changed response handling to handle empty byte strings as empty responses in Response class and tests, Changed response handling to handle empty byte strings as empty responses in Response class and tests
88d4e26370a790bac10bb6b1a0a4c1701116c9c1,piotrmurach_tty,Change so new rows are proper type., Implement chained row assignment using `to_row` method for coherent behavior., Implement chained row assignment using `to_row` method for coherent behavior., Implement chained row assignment using `to_row` method for coherent behavior.
69bbe21512e05c90f258468ae609f8d3e7a07504,apache_incubator-druid,Add flush prior to close on output stream in QueryResource, Ensure OutputStream is flushed before closing to handle cases where flush errors are suppressed in .close() method., Ensure OutputStream is flushed before closing to handle cases where flush errors are suppressed in .close() method., Ensure OutputStream is flushed before closing to handle cases where flush errors are suppressed in .close() method.
40a1a624982dbb5b428b1d158afe92da06dfbea8,edeposit_marcxml_parser,setup.py fixed. Package registered at pypi. Closes #2., Updated setup.py for adding few high-level getters to MARC XML / OAI parser., Updated setup.py for adding few high-level getters to MARC XML / OAI parser., Updated setup.py for adding few high-level getters to MARC XML / OAI parser.
1d1583d8c1fb361db9f08d0565f853879f77b187,pydot_pydot,DEP: rm attribute `pydot.Dot.progs` because not used anymore, Added support for new GraphViz format 'cmapx_np' and 'dia' to Dot class., Added support for new GraphViz format 'cmapx_np' and 'dia' to Dot class., Added support for new GraphViz format 'cmapx_np' and 'dia' to Dot class.
8da240aa5ca6c0bc663b0a8429ebb28bfc7cca17,just-paja_pwf-models,Update for pwf-<I>," Simplified module status check for pwf modules in include.js, using get_module_status instead of status"," Simplified module status check for pwf modules in include.js, using get_module_status instead of status"," Simplified module status check for pwf modules in include.js, using get_module_status instead of status"
81f98c2272564915d17c3df8fcaddda38db55310,james2m_seedbank,Bumped version to get correct date into gemspec., Updated Seedbank version to 0.1.3, Updated Seedbank version to 0.1.3, Updated Seedbank version to 0.1.3
b340d76eae171c53645a27c1b6ec57f446e85835,99soft_sameas4j,completed the set of reserved chars, Added additional URL reserved characters to UNRESERVED_CHARS set, Added additional URL reserved characters to UNRESERVED_CHARS set, Added additional URL reserved characters to UNRESERVED_CHARS set
95e99d33dff307b06e59804bfe8230cf7150e4fa,SeleniumHQ_selenium,"Modified addUser and deleteUser methods to raise exceptions on error.

r<I>", Implemented exception handling for creating and deleting users in FunctionalTestTool to improve error reporting, Implemented exception handling for creating and deleting users in FunctionalTestTool to improve error reporting, Implemented exception handling for creating and deleting users in FunctionalTestTool to improve error reporting
ba880d5323a23e868e1c0de84f81183931531e06,aparo_pyes,"MultiSearch: add newline at the end of body

Apparently, ES doesn't accept other requests", Added newline separator to multi search response body for readability, Added newline separator to multi search response body for readability, Added newline separator to multi search response body for readability
8121d4f4c48fcba92d6fb3fd2375a0172a712170,Katello_katello,added a warning to comments around 'require 'glue'' in lib/glue/queue.rb," Moved class Queue to Glue module, ensuring correct loading order of modules in Glue namespace, due to potential issues with Rails caching classes."," Moved class Queue to Glue module, ensuring correct loading order of modules in Glue namespace, due to potential issues with Rails caching classes."," Moved class Queue to Glue module, ensuring correct loading order of modules in Glue namespace, due to potential issues with Rails caching classes."
5b8c5c995c1bf4b78c8c1cfe98bb264ab96c5405,mare-imbrium_canis,"temporary check since giving error, maybe needs to be removed altogether", Removed check for existence of @native_text before clearing it to optimize code for multirow widgets that may not use it, Removed check for existence of @native_text before clearing it to optimize code for multirow widgets that may not use it, Removed check for existence of @native_text before clearing it to optimize code for multirow widgets that may not use it
ad3d8e0f025953916297dbe2d627633bec24a056,diux-dev_ncluster,increase robustness in instance.public_ip," Added retry mechanism for retrieving instance properties to handle potential None values, improving reliability of data retrieval"," Added retry mechanism for retrieving instance properties to handle potential None values, improving reliability of data retrieval"," Added retry mechanism for retrieving instance properties to handle potential None values, improving reliability of data retrieval"
cba343b0b703a7ebf266c56bbdc135bb962cddba,teamreflex_DiscordPHP,"When fetching from repository, merge response with repository attributes", Moved data transformation to array for repository object creation, Moved data transformation to array for repository object creation, Moved data transformation to array for repository object creation
7d0423425a857ccc98c6a84c8e0d093bb3b360d0,tabler_tabler-react,feat(Avatar): Add mouse and pointer event props, Refactor(Avatar): Add props for mouse events and pointer events, Refactor(Avatar): Add props for mouse events and pointer events, Refactor(Avatar): Add props for mouse events and pointer events
447c553d5a7fb582f24fc1f70ea626e39f4f2561,bwkimmel_jdcp,Should not log message saying preparing data source when database disabled., Updated WorkerState to optionally prepare embedded data source upon initialization., Updated WorkerState to optionally prepare embedded data source upon initialization., Updated WorkerState to optionally prepare embedded data source upon initialization.
5ca6dc1d56628979f03503035ebd4c71e0350fca,dessibelle_python-payer-api,"Added capping for info_line strings, as they can't be longer than <I> chars.", Truncated purchase line text to avoid overflow in XML generation, Truncated purchase line text to avoid overflow in XML generation, Truncated purchase line text to avoid overflow in XML generation
088a718826deb3b38d2fcb53e291d105a89dce8e,jhedstrom_DrupalDriver,Adding return value to docblock., Added optional arguments to fetchWatchdog method for custom watchdog filtering., Added optional arguments to fetchWatchdog method for custom watchdog filtering., Added optional arguments to fetchWatchdog method for custom watchdog filtering.
80f9a8e5e22713845a176838a6b85282d4d8d57d,btcsuite_btcd,Fix FutureWalletPassphraseChange.Receive comment., Updated wallet passphrase function to change the wallet passphrase instead of unlocking it, Updated wallet passphrase function to change the wallet passphrase instead of unlocking it, Updated wallet passphrase function to change the wallet passphrase instead of unlocking it
7ce6fcb50774cdf32201eb7eafccd2ef65b25787,goldfire_howler.js,Does not attempt to play a sprite id if it does not exist.," Added support for playing sounds by string identifier if already loaded, or default sound if no matching sprite found."," Added support for playing sounds by string identifier if already loaded, or default sound if no matching sprite found."," Added support for playing sounds by string identifier if already loaded, or default sound if no matching sprite found."
2be68e41259c6f4339ffb4af1eaa4d3d30fd91f3,discordjs_discord.js,fix(Message): Message#createdTimestamp uses deconstructed message id to get timestamp (#<I>), Update Message class for timestamp handling (using SnowflakeUtil), Update Message class for timestamp handling (using SnowflakeUtil), Update Message class for timestamp handling (using SnowflakeUtil)
89489487067f61c46079eb06e0a0085ff2ea5b74,php-kitchen_yii2-di,Lowered visibility because otherwise property access fails, Updated DelayedServiceProvider for protected access to provided classes list method., Updated DelayedServiceProvider for protected access to provided classes list method., Updated DelayedServiceProvider for protected access to provided classes list method.
f32d3cc36df9f00a5bfec0965a8077d6096f47bf,glormph_msstitch,Evidence level inversing to sort high-low. Dirty., Updated fasta.py to return UniProt evidence level in reverse order for easier sorting., Updated fasta.py to return UniProt evidence level in reverse order for easier sorting., Updated fasta.py to return UniProt evidence level in reverse order for easier sorting.
430332eed24c03232f93418286244dd6154b948c,theforeman_smart_proxy_dynflow,Fail the callback when the request was not successful, Improved callback action handling: added error checking for Foreman server responses., Improved callback action handling: added error checking for Foreman server responses., Improved callback action handling: added error checking for Foreman server responses.
b631452752a46a786e945a5fb5dbb57a5893ea5b,ViacomInc_data-point,"fix(request-entity): request inspect options not showing

closes #<I>", feat(entity-request/reducer): moved inspect options to acc for better organization, feat(entity-request/reducer): moved inspect options to acc for better organization, feat(entity-request/reducer): moved inspect options to acc for better organization
88263ca97594d62e792977dac45601d898b61aaa,melonjs_melonJS,Added a `resize` function to `me.Rect` and made the `adjustSize` one obsolete, - Refactored the Rect shape to reset offset when resizing and provide a deprecated `adjustSize` method for backward compatibility., - Refactored the Rect shape to reset offset when resizing and provide a deprecated `adjustSize` method for backward compatibility., - Refactored the Rect shape to reset offset when resizing and provide a deprecated `adjustSize` method for backward compatibility.
886a22616aacd641149c2341cc1d11864e49390e,rubocop-hq_rubocop,Improve spec coverage for TrailingComma cop, Clarified the rules for single line lists when EnforcedStyleForMultiline is set to 'consistent_comma', Clarified the rules for single line lists when EnforcedStyleForMultiline is set to 'consistent_comma, Clarified the rules for single line lists when EnforcedStyleForMultiline is set to 'consistent_comma
8dfb3b92c8b6793c60fd4f9c62777e9c3cfb69a1,slimphp_Slim,Ensure that the handler is in the container before retrieving," Introduced exception handling for missing route methods and resources

Explanation: The diff shows that the exception-based response logic has been expanded to handle not only method not allowed exceptions but also not found exceptions. This change ensures that the application responds appropriately when a requested resource is not found, which improves the app's error handling and robustness."," Introduced exception handling for missing route methods and resources
Explanation: The diff shows that the exception-based response logic has been expanded to handle not only method not allowed exceptions but also not found exceptions. This change ensures that the application responds appropriately when a requested resource is not found, which improves the app's error handling and robustness.", Introduced exception handling for missing route methods and resources
5a3df52425da66c559160ce6adf8137e199c6a92,bcbio_bcbio-nextgen,"Ensure dependencies always installed before latest development code during upgrade, even if conda install fails. Fixes #<I>", Upgrade bcbio-nextgen library using pip with GitHub repository for development updates while avoiding forced dependency upgrade, Upgrade bcbio-nextgen library using pip with GitHub repository for development updates while avoiding forced dependency upgrade, Upgrade bcbio-nextgen library using pip with GitHub repository for development updates while avoiding forced dependency upgrade
c8bfca6285ddec4a23eff0a5dd4f5e28013ef31d,jumph4x_canonical-rails,"Explicitly require TagHelper

Since TagHelper is used in an initializer, changes to it will require
reloading the app no matter what. Since Rails 6 started warning about
this, this commit changes it to be manually required to prevent the
deprecation warning.", Added CanonicalRails Helper to Engine Initialization, Added CanonicalRails Helper to Engine Initialization, Added CanonicalRails Helper to Engine Initialization
2a93687eb98522e563917c27588dcb3fea622390,marcuswestin_fin,Don't delete the redis client when we're done, Removed the closure of Redis client to prevent memory leaks when a connection is terminated., Removed the closure of Redis client to prevent memory leaks when a connection is terminated., Removed the closure of Redis client to prevent memory leaks when a connection is terminated.
a01b9c124ff9101ea32a5904cb16bff988677a05,zuzucheFE_guido,refactor: improve dev server stats config, refactor: Enable configurable stats display in dev server, refactor: Enable configurable stats display in dev server, refactor: Enable configurable stats display in dev server
b035229c19e908d8b13b607d4dd4837f96c3fcee,biosustain_optlang,"For glp_simplex, turn on presolve if status undefined, solve again and then turn off presolve again", Added presolve check and fallback for undefined GLPK status in integer optimization phase to avoid potential errors when dealing with models containing integer or binary variables., Added presolve check and fallback for undefined GLPK status in integer optimization phase to avoid potential errors when dealing with models containing integer or binary variables., Added presolve check and fallback for undefined GLPK status in integer optimization phase to avoid potential errors when dealing with models containing integer or binary variables.
1aedaa66094f98b8ebfa52dcd76187654fc2ef78,phax_ph-oton,Ensuring a map put on update, Updated AbstractMapBasedWALDAO implementation to add items and overwrite existing entries when updating., Updated AbstractMapBasedWALDAO implementation to add items and overwrite existing entries when updating., Updated AbstractMapBasedWALDAO implementation to add items and overwrite existing entries when updating.
d3a261526e43b1c9f577c72850d36e3c9c735fde,doctrine_annotations,Fixed Doctrine_Pager::getResultsInPage() as reported by Matt Marcum through email.," Implemented method Doctrine_Pager::getMaxPerPage to return current max per page value, allowing for easier access and consistency in pagination logic."," Implemented method Doctrine_Pager::getMaxPerPage to return current max per page value, allowing for easier access and consistency in pagination logic."," Implemented method Doctrine_Pager::getMaxPerPage to return current max per page value, allowing for easier access and consistency in pagination logic."
18930f108024baee10895f157f0113afba59e90a,jhipster_generator-jhipster,Update spring-boot version to <I>.RELEASE, Update spring-boot version to match the latest release (2.3.7.RELEASE) to ensure compatibility with our dependencies., Update spring-boot version to match the latest release (2.3.7.RELEASE) to ensure compatibility with our dependencies., Update spring-boot version to match the latest release (2.3.7.RELEASE) to ensure compatibility with our dependencies.
c9d7df76c98862f432ce41c0eb75aaf5a6313cb0,makerdao_dai.js,relax currency comparison in getCdpType, Updated CDPTypeService getCdpType to support currency symbol matching for easier cross-currency compatibility., Updated CDPTypeService getCdpType to support currency symbol matching for easier cross-currency compatibility., Updated CDPTypeService getCdpType to support currency symbol matching for easier cross-currency compatibility.
7ee4cb4ea19c386a6287cab7074c80a5203bf2d9,bcoe_secure-smtpd,Add support for SMTP PLAIN authentication," Implemented support for PLAIN authentication method in SMTPChannel, now able to process Base64-encoded credentials."," Implemented support for PLAIN authentication method in SMTPChannel, now able to process Base64-encoded credentials."," Implemented support for PLAIN authentication method in SMTPChannel, now able to process Base64-encoded credentials."
a5606242357d0cfedea3f58bb6362c7d90239131,vizabi_vizabi,"When changing color.which we also need to update ""dim"" of the colorlegend entities, not just ""show"" — part 2 of the fix. #<I>", Update color model's _setSyncModel function to reflect entity domain changes in filter, Update color model's _setSyncModel function to reflect entity domain changes in filter, Update color model's _setSyncModel function to reflect entity domain changes in filter
6d11ad2756af41f71718daa4137c5b3dadb78f01,pouchdb_pouchdb,"(#<I>) - remove useless md5 code

Two things:

* `size` isn't correct; it's `length` or `byteLength`
* both `slice` and `substring` are clamped anyway, so
  this is useless", (#2497) - Optimize md5.js chunk loading for improved performance, (#2497) - Optimize md5.js chunk loading for improved performance, (#2497) - Optimize md5.js chunk loading for improved performance
292fc881d093195c87b05495847c9e5aec4dc5f0,openstack_horizon,"Fix for adding panel to panel group via plugin

When adding panels to panel group, it should also be added to the
list of panels at the class atttribute. Otherwise, it will lose the
reference to the panels when _autodiscover() is triggered.

Change-Id: Ifa<I>d5a<I>f<I>d9fd9cd0ea<I>f6c<I>b
Closes-Bug: #<I>", Added support for auto-adding newly created panels to their designated panel group in dashboard configuration, Added support for auto-adding newly created panels to their designated panel group in dashboard configuration, Added support for auto-adding newly created panels to their designated panel group in dashboard configuration
d6a78bb0fcd0a796334fb293b586f6932b7ef932,kubernetes_test-infra,aws-janitor - only detach ENIs if they're attached," [aws-janitor] Improved Network Interface Detachment
   Ensured detachment of network interfaces prioritized when no attachment is present."," [aws-janitor] Improved Network Interface Detachment
   Ensured detachment of network interfaces prioritized when no attachment is present.", [aws-janitor] Improved Network Interface Detachment
51b3489707d5aedda3d7c40d0f186f67db4d806e,OXID-eSales_testing_library,"ESDEV-<I> Refresh db views before and after module activation

* First, regenerate views after db restore, fields may be different
* Modules activation or test demodata could add specific fields/data which will not work without views regeneration", Generate views after adding test data and reinitializing configuration, Generate views after adding test data and reinitializing configuration, Generate views after adding test data and reinitializing configuration
6ecd1767da2f17ad811f480e685ff97abbdeaaef,benhoff_pluginmanager,"The singleton tests reappears !

As for the rests of the tests, the modifications for the decorator
stuff has not changed at all the basic way to instanciate and use the
various plugin managers.

--HG--
extra : convert_revision : svn%3A3e6e<I>ca-<I>-<I>-a<I>-d<I>c<I>b3c<I>e%<I>", Added test_Singleton suite to the test runner for improved Singleton plugin testing., Added test_Singleton suite to the test runner for improved Singleton plugin testing., Added test_Singleton suite to the test runner for improved Singleton plugin testing.
765843b02fe06964fcd9ea1bbd00e7eac4e41086,spyder-ide_spyder,Working directory: Set current path as the tooltip of its combobox, Updated WorkingDirectoryComboBox to display tooltip on hover with current path, Updated WorkingDirectoryComboBox to display tooltip on hover with current path, Updated WorkingDirectoryComboBox to display tooltip on hover with current path
ef52811e42ebe59603a6f7b6159414328c38eab6,austinhyde_IniParser,"* added setFile()
 * optional arg to __construct()
 * $file arg to parse() is now optional as well"," * Refactored IniParser: Changed function naming conventions for better readability, added a constructor parameter to set file path, and threw an exception when an invalid file is provided."," * Refactored IniParser: Changed function naming conventions for better readability, added a constructor parameter to set file path, and threw an exception when an invalid file is provided."," * Refactored IniParser: Changed function naming conventions for better readability, added a constructor parameter to set file path, and threw an exception when an invalid file is provided."
fc76d80aa4f7d325e5a6e65f318af9fa6282cd45,kz26_PyExcelerate,Use row/column style for cells if they exist, Added support for row-level and column-level styles in cell data extraction, Added support for row-level and column-level styles in cell data extraction, Added support for row-level and column-level styles in cell data extraction
4f533de4f1fb15a5b2405aaae1522e101188732c,peterbrittain_asciimatics,Fix resizing bug in Text objects., Improved Text widget: Now handles empty values gracefully., Improved Text widget: Now handles empty values gracefully., Improved Text widget: Now handles empty values gracefully.
b6ce8c247ca5a83920e479b1aa7617d1a8921e40,pjotrp_bioruby-alignment,Result GBlocks tests to 1 pending, Added functionality for GBlocks alignment cleaning and column removal, Added functionality for GBlocks alignment cleaning and column removal, Added functionality for GBlocks alignment cleaning and column removal
729498559d6b986793aefdbe499424762645cf1b,ihabunek_toot,"Fix problem with string formatting

%d would fail if given a string", Simplified account_action URL structure for improved readability and compatibility., Simplified account_action URL structure for improved readability and compatibility., Simplified account_action URL structure for improved readability and compatibility.
fb88e97630e33c4f0f45fb4b31cee71974eb78cb,EdgeApp_edge-currency-bitcoin,no need to call this.keyManager.setLookAhead() more then once, Introduced asynchronous handling for addressScriptHash lookup in addGapLimitAddresses function, Introduced asynchronous handling for addressScriptHash lookup in addGapLimitAddresses function, Introduced asynchronous handling for addressScriptHash lookup in addGapLimitAddresses function
ae65abf23d8e78d077da734baf40c01a7195aa09,ruphin_gluon-router,"Add changeRoute function

To be able to trigger route changes from javascript", Updated Gluon router to signal route change and update the address on click events, Updated Gluon router to signal route change and update the address on click events, Updated Gluon router to signal route change and update the address on click events
3db3ff6ec3ef8768a455b8278315c98c4fa8ee26,cloudfoundry_garden,"remove automatic handle generation

this is better left controlled by the user", Removed handle generation from FakeConnection.Create method to simplify client-side container creation., Removed handle generation from FakeConnection.Create method to simplify client-side container creation., Removed handle generation from FakeConnection.Create method to simplify client-side container creation.
a3a9cccdb2765efa1dbacbd31285bb8d96c93395,zdennis_yap-shell-core,"TabCompletion @text is an ANSIString which Ruby isn't
convinced of being a string, when string interpolating a 
CompletionResult (in debug log output) it doesn't show up as the string but as the ""<TabCompletion::CompletionResult#abc<I>>"" non-sense.

Reference: <URL>", Introducing alias_method for 'to_s' and 'inspect' methods in TabCompletion class for consistency and code readability., Introducing alias_method for 'to_s' and 'inspect' methods in TabCompletion class for consistency and code readability., Introducing alias_method for 'to_s' and 'inspect' methods in TabCompletion class for consistency and code readability.
d65a911094d8d51657426cf8d4ba07f0ef0cd727,juju_juju,rpc: modify comments for review, rpc: handle unexpected EOF and framing errors differently, rpc: handle unexpected EOF and framing errors differently, rpc: handle unexpected EOF and framing errors differently
fc9fc2ee2fcac343f46b3723826a82bc346ed074,rmosolgo_graphql-ruby,Fix direct call to .sync_lazy, Added conditional call to instance or class method in sync_lazy based on block given., Added conditional call to instance or class method in sync_lazy based on block given., Added conditional call to instance or class method in sync_lazy based on block given.
1826cfdd44f2ed4ebd09a549cec137f875fec50c,rj79_pynetstring,Add comma that went missing in d<I>f<I>aa<I>b<I>bff<I>ccd<I>c5f<I>fa<I>, Improved _encode function to append comma at the end of encoded data, Improved _encode function to append comma at the end of encoded data, Improved _encode function to append comma at the end of encoded data
cdea5f3271d787f0c7bf81e8ba882a90c03f2c3a,rstacruz_sinatra-assetpack,Fix when app class is in a module, Added `class_from_string` method for dynamic class loading in Sinatra AssetPack Rake task., Added `class_from_string` method for dynamic class loading in Sinatra AssetPack Rake task., Added `class_from_string` method for dynamic class loading in Sinatra AssetPack Rake task.
42dc9faef69994b705937a51e60bf702e8a14658,mar10_wsgidav,fs-provider returns Content-type None for collections, Removed potential inconsistency in content type for FileResource instances, Removed potential inconsistency in content type for FileResource instances, Removed potential inconsistency in content type for FileResource instances
f4ff35462169728839e7769dc70c2ccd3c310f6d,samskivert_samskivert,"Let's log a stack trace on lazy initialization so that we can see who the
culprit is.


git-svn-id: <URL>", Lazy initialization of records now includes stack trace information for better diagnostics when an exception occurs during initialization., Lazy initialization of records now includes stack trace information for better diagnostics when an exception occurs during initialization., Lazy initialization of records now includes stack trace information for better diagnostics when an exception occurs during initialization.
394de74f34c471e682ef8933ac07d0b9eebc9eb0,jfhbrook_pyee,I dont think I actually need to version-restrict pytest-asyncio it installs fine under <I> locally, Updated setup.py to use pytest-asyncio without version constraint, Updated setup.py to use pytest-asyncio without version constraint, Updated setup.py to use pytest-asyncio without version constraint
57dc6d9a13619f44459d8a597f89f492bffec67b,atomix_copycat,Reduce number of commands in cluster test to preserve memory., Decreased event generation rate in ClusterTest to 500 for performance optimization, Decreased event generation rate in ClusterTest to 500 for performance optimization, Decreased event generation rate in ClusterTest to 500 for performance optimization
707d6c01d668adc530b6aa7e5720d161cdc90af3,stormpath_generator-jhipster-stormpath,Upgrade to Stormpath Java <I> release, Update stormpath dependency to version 1.1.2 in Gradle and Maven build tools for compatibility improvements, Update stormpath dependency to version 1.1.2 in Gradle and Maven build tools for compatibility improvements, Update stormpath dependency to version 1.1.2 in Gradle and Maven build tools for compatibility improvements
6dbbe464a7c28ab1c67cbf4ecccd26af824984f7,glynnforrest_blockade,"Moving url creation to a separate method in RedirectResolver.

This makes it easier to extend.", Update RedirectResolver to use createUrl method for determining redirect URL on exception., Update RedirectResolver to use createUrl method for determining redirect URL on exception., Update RedirectResolver to use createUrl method for determining redirect URL on exception.
95b87753696096d452a0fa3aadcec33e08efbae8,bioasp_caspo,use queryUtility when looking for a IPrinter in analyze," Updated BoolLogicNetworkSet2BooleLogicBehaviorSet to utilize queryUtility for IPrinter instead of getUtility, and added conditional printing based on the availability of IPrinter instance."," Updated BoolLogicNetworkSet2BooleLogicBehaviorSet to utilize queryUtility for IPrinter instead of getUtility, and added conditional printing based on the availability of IPrinter instance."," Updated BoolLogicNetworkSet2BooleLogicBehaviorSet to utilize queryUtility for IPrinter instead of getUtility, and added conditional printing based on the availability of IPrinter instance."
f5fc17bdec2f02259c4da0e04c4bc7fa98582cab,naokikimura_jubatus-node-client,Update msgpack-rpc.js, Update lib/msgpack-rpc.js to use port 9199 for client creation, Update lib/msgpack-rpc.js to use port 9199 for client creation, Update lib/msgpack-rpc.js to use port 9199 for client creation
6b598157e26180ff5530de3ae89848498116530d,quasarframework_quasar,fix(QPagination): toFn() prop not being called #<I>, refactor(QPagination): Adjust button prop handling for getBtn function, refactor(QPagination): Adjust button prop handling for getBtn function, refactor(QPagination): Adjust button prop handling for getBtn function
cc62fd064a02f7d14d2a0e03466b8bd424fd6f30,apache_airflow,"[AIRFLOW-<I>] Speed up scheduling by committing in batch

Newly scheduled task instances (state = None, up
for retry)
were committed per task instance instead of all at
once.
This isn't required as tasks cannot be picked up
by another
process in the mean time. Committing in batch
significantly
speeds up task scheduling for dags that have a lot
of tasks.

Closes #<I> from bolkedebruin/AIRFLOW-<I>", Committed batch commit for SchedulerJob to improve transaction handling, Committed batch commit for SchedulerJob to improve transaction handling, Committed batch commit for SchedulerJob to improve transaction handling
5ab72c884f558e34523045f6c01c8ff7eaebd6b8,rightscale_right_link,use backslashes for bin dir.  use cmd.exe for extension resolution when formatting a command and an extension was not given, Abstracted sandbox_dir for right_link scripts and fixed Windows command execution in executable_file_path method, Abstracted sandbox_dir for right_link scripts and fixed Windows command execution in executable_file_path method, Abstracted sandbox_dir for right_link scripts and fixed Windows command execution in executable_file_path method
9d0d7d85e08672e179a0c916077bc748927ea818,joomla-projects_joomla-browser,Fix disableStatistics in Joomla 4, Added wait for clicking 'Never' in pstats button to respect user privacy, Added wait for clicking 'Never' in pstats button to respect user privacy, Added wait for clicking 'Never' in pstats button to respect user privacy
bd63407d9934d50acc117ff191a69dd7b0e23124,Jasig_uPortal,"Removed e.printStackTrace() that was left in by mistake.


git-svn-id: <URL>", Removed printStackTrace method for Exception in RDBMUserLayoutStore class for improved logging and readability., Removed printStackTrace method for Exception in RDBMUserLayoutStore class for improved logging and readability., Removed printStackTrace method for Exception in RDBMUserLayoutStore class for improved logging and readability.
827cd9b1d02db92262ee1d03d1b3b5c73f7e0e29,TheDMSGroup_mautic-contact-client,"[ENG-<I>] Prevent query error when viewing chart by UTM source.

There is still a performance problem."," Update ContactClientModel's query for utm_source filtering, using 'contactClientId' instead of 'contactClient'."," Update ContactClientModel's query for utm_source filtering, using 'contactClientId' instead of 'contactClient'."," Update ContactClientModel's query for utm_source filtering, using 'contactClientId' instead of 'contactClient'."
860334447f1f2286f20b318e3a34e6a09674ca8c,marcocamma_datastorage,added object to DataStorage example, Introduced a new class MM for Datastorage initialization, Introduced a new class MM for Datastorage initialization, Introduced a new class MM for Datastorage initialization
